Elapsed (s),raw,delta,theta,alpha,beta,gamma
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.48,-328122.9827550629,-25.61509647809347,-37.78032493828122,-72.05784505880419,-2921.323799019291,-66742.1050965228
0.48,-328132.0128598229,-174.7070957642023,-254.65794807459338,-472.7586238751496,-15748.440267614318,-42217.7164064987
0.481,-328132.3704877341,-603.9210094175554,-865.3259097846187,-1543.3472044514115,-38313.76440411386,135472.41153211184
0.481,-328120.12173177267,-1464.9889714925403,-2050.5070052082688,-3457.122602673668,-55188.51295632665,77053.37087781943
0.481,-328121.0158015509,-2876.8468908658906,-3907.180705538969,-6111.340077610817,-47800.163155911556,-42565.018258035874
0.481,-328120.6581736396,-4928.298286418288,-6449.722919398639,-9156.85246330552,-10964.976488924245,-21773.652240288633
0.481,-328122.8933480851,-7680.66347666752,-9615.30793776996,-12065.004165345623,42758.615190267934,-51178.16562467824
0.481,-328127.36369697616,-11170.394135428942,-13272.971431335991,-14219.965332219366,90593.52489117149,-17973.31220195281
0.481,-328124.6814876416,-15411.637528726005,-17235.629596378647,-15022.431759072126,112191.19046639248,12333.861461753302
0.481,-328123.16156901856,-20398.736295355997,-21274.27795120376,-13990.16222433867,99473.8346992882,4458.564994865068
0.481,-328118.87003408314,-26108.651970505918,-25133.559325357197,-10842.096697798414,59003.118809219195,19471.328425781103
0.481,-328127.7213248875,-32503.30297738931,-28547.892018588238,-5555.523342730369,7071.671382116012,1221.2104137975257
0.481,-328129.33065048826,-39531.80695920416,-31257.378097663335,1610.4767097808676,-38687.95713924802,-1561.5691184948664
0.481,-328136.2149877805,-47132.61605835292,-33022.76949972731,10127.757611048482,-66533.07590427369,-2206.8611917540766
0.481,-328133.443371468,-55235.53636819028,-33638.85817875849,19246.080988857317,-73664.60722617291,-6367.680423186619
0.481,-328130.4929411999,-63763.62609026343,-32945.765934445924,28068.457186219814,-64773.04397564639,878.9827310909022
0.482,-328132.6387086676,-72634.96932204279,-30837.73177598088,35645.87927972876,-47910.569579349365,-583.8585427408689
0.482,-328136.2149877805,-81764.32373039049,-27269.123799712383,41080.50680398197,-30261.967501785373,1443.9359391553735
0.482,-328146.0497553408,-91064.63883981208,-22257.53042046388,43625.68042688882,-15718.790009672677,1642.2762092004414
0.482,-328150.96713912097,-100448.44176710008,-15883.914026707344,42771.75717732818,-4781.148049628887,-420.4898607151699
0.482,-328147.0332320968,-109829.08844124406,-8289.933082120857,38308.52184429763,3929.5438095640247,478.31867741014867
0.482,-328149.447220498,-119121.88170746154,327.34645781500393,30357.60988098667,11810.843355645151,-775.7869310178503
0.482,-328148.463743742,-128245.0614969812,9723.029240483567,19371.653773166607,19120.775996393757,-262.87226136017125
0.482,-328148.37433676416,-137120.66987879956,19613.86391196092,6100.390716360504,24907.82465805314,44.70010862169147
0.482,-328146.4967902299,-145675.29265891525,29689.162390146957,-8472.651344119402,27754.149580758087,-163.47634451881459
0.482,-328150.2518832984,-153840.68231262977,39622.674642209444,-23216.38708941874,26715.86354911731,325.37659823753347
0.482,-328149.0001856089,-161554.26749736784,49084.9127088356,-36952.683370145125,21904.22475818044,-21.430091507718316
0.482,-328145.960348363,-168759.55312471345,57755.42481169898,-48561.290577545944,14473.197710901139,56.08127422291727
0.482,-328149.98366236495,-175406.41725371673,65334.54110943653,-57079.15639665151,6132.418200347527,17.55856313937693
0.482,-328148.8213716533,-181451.31266407325,71554.1516005187,-61784.88453750629,-1491.1977890543894,-106.20411806477932
0.482,-328143.6357669396,-186857.37799761523,76187.13709668073,-62260.757402322946,-7324.952336101354,33.802508750755806
0.482,-328155.79511592333,-191594.46558033454,79055.13835435177,-58427.08212620395,-10994.460326380799,-45.44244047650136
0.482,-328165.8086974393,-195639.09597174064,80034.42016175775,-50546.37347693629,-12672.2887712265,10.40677927384968
0.482,-328164.02055788285,-198974.34277235926,79059.67836162666,-39197.742000915176,-12786.936320719578,25.164226720982697
0.482,-328170.8154881973,-201589.65150366907,76125.72024324442,-25224.58259685002,-11764.95805120991,-4.229619763136725
0.482,-328174.6599882436,-203480.6039376578,71287.01886903797,-9661.005145642885,-9910.020013844298,18.59841512265848
0.482,-328169.1167556187,-204648.63552723933,64655.225055800096,6355.843257255254,-7422.224288437671,-11.75830435086391
0.482,-328153.3811275221,-205100.70909370595,56394.79800191819,21679.443113011337,-4488.915661876355,4.75515050071408
0.482,-328149.7154414315,-204848.95369459895,46716.968046506954,35245.21905949114,-1363.0808800034938,-1.612757228052942
0.482,-328161.69597645954,-203910.28084096024,35872.290748597174,46151.736275780604,1623.3437554919633,-16.51558155292878
0.482,-328174.7493952214,-202305.98332572318,24142.100533501227,53725.27513750976,4115.3179657041,-3.6296754370850977
0.483,-328170.0108253969,-200061.31446904768,11829.208670464906,57563.07509027595,5824.753851561784,3.2302124469861155
0.483,-328162.0536043708,-197205.0496662071,-751.8043428056967,57552.624639496666,6606.106133204794,15.38348843291169
0.483,-328169.02734864084,-193769.04227460118,-13284.368626071231,53866.5640734207,6482.486375276055,3.065380367144826
0.483,-328181.00788366894,-189787.78485883732,-25459.45510558183,46934.907494546234,5617.288379492067,-10.335836120793829
0.483,-328184.13712789264,-185297.97574421184,-36984.541459597225,37398.185509649906,4252.832475405961,-2.5869234673737083
0.483,-328183.6900930036,-180338.08883753448,-47591.73042572403,26046.545336622403,2645.712263848512,2.8173185352643486
0.483,-328186.9981511829,-174947.95258594456,-57044.791410892016,13750.717542750148,1020.0683796987919,2.9038307150040055
0.483,-328187.7134070055,-169168.34528543692,-65144.94651230595,1391.074316044295,-453.7969326015941,-0.06972734969167504
0.483,-328194.59774429776,-163040.60924847948,-71735.26693427174,-10209.230403201613,-1659.879919294818,-1.5385638743900927
0.483,-328199.7833490114,-156606.28522532544,-76703.59813843308,-20341.80435927226,-2527.027312046837,-2.045975373053807
0.483,-328203.2702211464,-149906.76824907443,-79983.98583616813,-28457.175643452483,-3019.93737816856,-0.015337462304159999
0.483,-328203.2702211464,-142982.9856566032,-81556.62657949988,-34192.93860905113,-3135.432620864104,2.9993101858563023
0.483,-328198.8892792332,-135875.0990686872,-81446.41694061615,-37384.8294366971,-2902.8887174720126,2.4462396302697016
0.483,-328189.0545116728,-128622.23191726497,-79720.21847736814,-38061.21576990494,-2384.143457160305,2.350877569828299
0.483,-328187.8922209612,-121262.22452525346,-76482.9933900397,-36422.86726243121,-1668.5624990510128,-1.7167768380750204
0.483,-328194.24011638644,-113831.41939378303,-71872.99641677937,-32810.98325692188,-861.9463287662425,-7.627853135141777
0.483,-328193.8824884752,-106364.47519788439,-66056.22397734571,-27667.196997543706,-70.83559717909793,-3.3991906355367973
0.483,-328190.5744302958,-98894.20496296564,-59220.330818329174,-21489.632316175135,613.8832120633092,4.6380107411096105
0.483,-328202.465558346,-91451.43953591757,-51568.238739952874,-14789.079335185848,1128.7665562804696,1.334088101721136
0.483,-328200.6774187896,-84064.91883231675,-43311.66175014894,-8048.973066531642,1442.0528739780552,-1.2114961286570178
0.483,-328197.3693606102,-76761.20668698438,-34664.75225970769,-1692.157373315924,1551.6008543915345,5.352998079441022
0.483,-328202.3761513682,-69564.62810600041,-25838.061357539038,3943.4615096982093,1478.7040645145535,0.5525021110806847
0.483,-328200.3197908783,-62497.23152176466,-17032.99013245492,8619.252790323366,1259.948899109881,-4.232763678111951
0.483,-328207.1147211927,-55578.77365663529,-8436.874973454853,12200.091610201267,939.8414060185341,-0.3218558829103131
0.484,-328205.95243048103,-48826.724150070266,-218.819416332067,14649.303642064146,565.3979441430197,-1.498916861426551
0.484,-328209.975744483,-42256.288612168064,7473.644320565501,16015.895598210556,182.23690625648624,1.1800456767814467
0.484,-328207.2935351484,-35880.44849300495,14517.013954887538,16416.180345476485,-168.65427806724256,2.30617917010386
0.484,-328207.1147211927,-29710.01653835603,20813.377442381305,16012.190935631475,-454.0200039791116,0.5028789041389246
0.484,-328217.2177096865,-23753.707582806448,26291.085919381327,14989.308387632374,-651.2617161720459,-1.9214640488789883
0.484,-328221.3304306663,-18018.223649863754,30904.580013467323,13535.330776779234,-750.4011029279513,-4.267793492093915
0.484,-328218.55881435383,-12508.348311067111,34633.441560303065,11822.829775532107,-753.868254491867,3.753541997168213
0.484,-328212.3003259063,-7227.047169219274,37480.76096990259,9996.10204591086,-674.2762432014283,5.773963260508026
0.484,-328216.5918608418,-2175.577036258832,39470.9186594061,8163.399500459449,-531.6475883458929,-1.5914654558291659
