%OpenBCI Raw EXG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
89.0, 30945.52081173907, 20780.282709632243, -187500.02235174447, -187500.02235174447, 187500.0, -44831.09501970947, -187500.02235174447, -187500.02235174447, 0.074, 0.914, -0.17, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747502756715652E9, 0.0, 2025-05-17 10:25:56.715
91.0, 37621.517493905725, 21565.544195836093, -187500.02235174447, -187500.02235174447, 187500.0, -45841.103296411435, -187500.02235174447, -187500.02235174447, 0.082, 0.916, -0.176, 192.0, 2.0, 144.0, 28.0, 160.0, 250.0, 128.0, 0.0, 0.0, 0.0, 1.7475027567317388E9, 0.0, 2025-05-17 10:25:56.731
165.0, 34355.0559109516, 21482.64157565136, -187500.02235174447, -187500.02235174447, 187500.0, -45391.94499158204, -187500.02235174447, -187500.02235174447, 0.082, 0.916, -0.176, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027568442357E9, 0.0, 2025-05-17 10:25:56.844
160.0, 31017.716946329707, 20891.773210975316, -187500.02235174447, -187500.02235174447, 187500.0, -44850.04929900757, -187500.02235174447, -187500.02235174447, 0.082, 0.916, -0.176, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747502756860503E9, 0.0, 2025-05-17 10:25:56.860
181.0, 31377.06594193768, 20931.67107482804, -187500.02235174447, -187500.02235174447, 187500.0, -44967.597123098036, -187500.02235174447, -187500.02235174447, 0.082, 0.916, -0.176, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027569246252E9, 0.0, 2025-05-17 10:25:56.924
184.0, 31906.690526806182, 20726.14678456149, -187500.02235174447, -187500.02235174447, 187500.0, -44901.257145554686, -187500.02235174447, -187500.02235174447, 0.082, 0.916, -0.176, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747502756988941E9, 0.0, 2025-05-17 10:25:56.988
185.0, 30994.739353029654, 20868.37093453061, -187500.02235174447, -187500.02235174447, 187500.0, -44855.90545605486, -187500.02235174447, -187500.02235174447, 0.082, 0.916, -0.176, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027570361657E9, 0.0, 2025-05-17 10:25:57.036
186.0, 35213.45230501322, 21572.85321627298, -187500.02235174447, -187500.02235174447, 187500.0, -45530.19053103811, -187500.02235174447, -187500.02235174447, 0.082, 0.916, -0.176, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027570361943E9, 0.0, 2025-05-17 10:25:57.036
188.0, 32705.787742827863, 20815.97844552737, -187500.02235174447, -187500.02235174447, 187500.0, -45008.9254985959, -187500.02235174447, -187500.02235174447, 0.082, 0.916, -0.176, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027570945387E9, 0.0, 2025-05-17 10:25:57.094
189.0, 30760.381312415757, 20792.240892915834, -187500.02235174447, -187500.02235174447, 187500.0, -44783.2175830862, -187500.02235174447, -187500.02235174447, 0.082, 0.916, -0.176, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027570945745E9, 0.0, 2025-05-17 10:25:57.094
191.0, 37917.40988700508, 21756.5845556956, -187500.02235174447, -187500.02235174447, 187500.0, -45874.49680262766, -187500.02235174447, -187500.02235174447, 0.082, 0.916, -0.176, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027572231095E9, 0.0, 2025-05-17 10:25:57.223
193.0, 30658.837337355297, 20723.53163046022, -187500.02235174447, -187500.02235174447, 187500.0, -44749.64526291433, -187500.02235174447, -187500.02235174447, 0.082, 0.916, -0.176, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747502757351848E9, 0.0, 2025-05-17 10:25:57.351
200.0, 35648.14903118003, 21232.234982518552, -187500.02235174447, -187500.02235174447, 187500.0, -45510.90097557318, -187500.02235174447, -187500.02235174447, 0.082, 0.916, -0.176, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027574160979E9, 0.0, 2025-05-17 10:25:57.416
195.0, 37878.40609293057, 21787.251149088283, -187500.02235174447, -187500.02235174447, 187500.0, -45921.97190785073, -187500.02235174447, -187500.02235174447, 0.082, 0.916, -0.176, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027574321704E9, 0.0, 2025-05-17 10:25:57.432
195.0, 37878.40609293057, 21787.251149088283, -187500.02235174447, -187500.02235174447, 187500.0, -45921.97190785073, -187500.02235174447, -187500.02235174447, 0.082, 0.916, -0.176, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027574643102E9, 0.0, 2025-05-17 10:25:57.464
27.0, 37459.467346604746, 21637.38270251545, -187500.02235174447, -187500.02235174447, 187500.0, -45931.15847482187, -187500.02235174447, -187500.02235174447, 0.082, 0.916, -0.176, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.74750275749646E9, 0.0, 2025-05-17 10:25:57.496
92.0, 31123.150124925392, 20920.405795622566, -187500.02235174447, -187500.02235174447, 187500.0, -45064.134307400505, -187500.02235174447, -187500.02235174447, 0.082, 0.916, -0.176, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027577858768E9, 0.0, 2025-05-17 10:25:57.785
127.0, 37672.94885789738, 21728.086081515085, -187500.02235174447, -187500.02235174447, 187500.0, -46058.2728455392, -187500.02235174447, -187500.02235174447, 0.078, 0.916, -0.216, 192.0, 2.0, 112.0, 28.0, 160.0, 249.0, 64.0, 0.0, 0.0, 0.0, 1.7475027579145267E9, 0.0, 2025-05-17 10:25:57.914
103.0, 33081.252346188114, 20820.962884540902, -187500.02235174447, -187500.02235174447, 187500.0, -45271.58084769021, -187500.02235174447, -187500.02235174447, 0.078, 0.916, -0.216, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027579466774E9, 0.0, 2025-05-17 10:25:57.946
168.0, 35486.85884319054, 21577.010640741664, -187500.02235174447, -187500.02235174447, 187500.0, -45729.97042297965, -187500.02235174447, -187500.02235174447, 0.078, 0.916, -0.216, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747502758011017E9, 0.0, 2025-05-17 10:25:58.011
77.0, 31875.331029335386, 20699.592912148586, -187500.02235174447, -187500.02235174447, 187500.0, -44935.298852360116, -187500.02235174447, -187500.02235174447, 0.078, 0.916, -0.216, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027586702766E9, 0.0, 2025-05-17 10:25:58.670
88.0, 38111.244214921506, 21761.434884242404, -187500.02235174447, -187500.02235174447, 187500.0, -46047.78987738966, -187500.02235174447, -187500.02235174447, 0.078, 0.916, -0.216, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027587346058E9, 0.0, 2025-05-17 10:25:58.734
94.0, 31080.95003139377, 20663.2266239198, -187500.02235174447, -187500.02235174447, 187500.0, -44862.63333113591, -187500.02235174447, -187500.02235174447, 0.078, 0.916, -0.216, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027588311372E9, 0.0, 2025-05-17 10:25:58.831
118.0, 35451.520735206694, 21154.048580413888, -187500.02235174447, -187500.02235174447, 187500.0, -45567.31677857838, -187500.02235174447, -187500.02235174447, 0.078, 0.916, -0.216, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027588471816E9, 0.0, 2025-05-17 10:25:58.847
116.0, 32874.49870997652, 21173.76281902347, -187500.02235174447, -187500.02235174447, 187500.0, -45262.126059785616, -187500.02235174447, -187500.02235174447, 0.078, 0.916, -0.216, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747502758863208E9, 0.0, 2025-05-17 10:25:58.863
116.0, 32874.49870997652, 21173.76281902347, -187500.02235174447, -187500.02235174447, 187500.0, -45262.126059785616, -187500.02235174447, -187500.02235174447, 0.078, 0.916, -0.216, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027588793216E9, 0.0, 2025-05-17 10:25:58.879
122.0, 36382.783816192605, 21315.808155036946, -187500.02235174447, -187500.02235174447, 187500.0, -45716.67113502874, -187500.02235174447, -187500.02235174447, 0.068, 0.91, -0.226, 192.0, 2.0, 32.0, 28.0, 112.0, 248.0, 240.0, 0.0, 0.0, 0.0, 1.74750275891147E9, 0.0, 2025-05-17 10:25:58.911
124.0, 31596.06833411078, 20914.05790019726, -187500.02235174447, -187500.02235174447, 187500.0, -45039.323871055116, -187500.02235174447, -187500.02235174447, 0.068, 0.91, -0.226, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747502758927561E9, 0.0, 2025-05-17 10:25:58.927
126.0, 37179.98113393559, 21474.282023225074, -187500.02235174447, -187500.02235174447, 187500.0, -45866.78545079058, -187500.02235174447, -187500.02235174447, 0.068, 0.91, -0.226, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027589758193E9, 0.0, 2025-05-17 10:25:58.975
129.0, 35368.01461792167, 21515.990378378676, -187500.02235174447, -187500.02235174447, 187500.0, -45704.511786045055, -187500.02235174447, -187500.02235174447, 0.068, 0.91, -0.226, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027590561907E9, 0.0, 2025-05-17 10:25:59.056
129.0, 35368.01461792167, 21515.990378378676, -187500.02235174447, -187500.02235174447, 187500.0, -45704.511786045055, -187500.02235174447, -187500.02235174447, 0.068, 0.91, -0.226, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027591024015E9, 0.0, 2025-05-17 10:25:59.102
135.0, 33716.13129569665, 20887.615786506627, -187500.02235174447, -187500.02235174447, 187500.0, -45294.84901366819, -187500.02235174447, -187500.02235174447, 0.068, 0.91, -0.226, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747502759102437E9, 0.0, 2025-05-17 10:25:59.102
135.0, 33716.13129569665, 20887.615786506627, -187500.02235174447, -187500.02235174447, 187500.0, -45294.84901366819, -187500.02235174447, -187500.02235174447, 0.068, 0.91, -0.226, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027591345775E9, 0.0, 2025-05-17 10:25:59.134
133.0, 34375.2618879392, 21387.42314427175, -187500.02235174447, -187500.02235174447, 187500.0, -45521.696868145096, -187500.02235174447, -187500.02235174447, 0.068, 0.91, -0.226, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027591988964E9, 0.0, 2025-05-17 10:25:59.198
133.0, 34375.2618879392, 21387.42314427175, -187500.02235174447, -187500.02235174447, 187500.0, -45521.696868145096, -187500.02235174447, -187500.02235174447, 0.068, 0.91, -0.226, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027592310767E9, 0.0, 2025-05-17 10:25:59.231
144.0, 31107.50390380668, 20616.757347197217, -187500.02235174447, -187500.02235174447, 187500.0, -44902.21827056626, -187500.02235174447, -187500.02235174447, 0.068, 0.91, -0.226, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747502759247152E9, 0.0, 2025-05-17 10:25:59.247
223.0, 31710.50926572195, 20577.21711125578, -187500.02235174447, -187500.02235174447, 187500.0, -45062.167353888435, -187500.02235174447, -187500.02235174447, 0.062, 0.914, -0.222, 192.0, 1.0, 240.0, 28.0, 144.0, 249.0, 16.0, 0.0, 0.0, 0.0, 1.7475027592632213E9, 0.0, 2025-05-17 10:25:59.263
223.0, 31710.50926572195, 20577.21711125578, -187500.02235174447, -187500.02235174447, 187500.0, -45062.167353888435, -187500.02235174447, -187500.02235174447, 0.062, 0.914, -0.222, 192.0, 1.0, 240.0, 28.0, 144.0, 249.0, 16.0, 0.0, 0.0, 0.0, 1.7475027592632656E9, 0.0, 2025-05-17 10:25:59.263
141.0, 32629.143611090614, 21093.207132006544, -187500.02235174447, -187500.02235174447, 187500.0, -45254.14648701507, -187500.02235174447, -187500.02235174447, 0.062, 0.914, -0.222, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027593275373E9, 0.0, 2025-05-17 10:25:59.327
24.0, 37870.962962026955, 21693.19500842035, -187500.02235174447, -187500.02235174447, 187500.0, -46057.93756937237, -187500.02235174447, -187500.02235174447, 0.062, 0.914, -0.222, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747502759456175E9, 0.0, 2025-05-17 10:25:59.456
3.0, 37664.34343628209, 21683.33788911556, -187500.02235174447, -187500.02235174447, 187500.0, -46052.48374372527, -187500.02235174447, -187500.02235174447, 0.062, 0.914, -0.222, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747502759536558E9, 0.0, 2025-05-17 10:25:59.536
22.0, 30845.34029309038, 20666.065295465625, -187500.02235174447, -187500.02235174447, 187500.0, -44915.38344805044, -187500.02235174447, -187500.02235174447, 0.062, 0.914, -0.222, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.74750275958481E9, 0.0, 2025-05-17 10:25:59.584
73.0, 33342.63364584847, 21239.655761677714, -187500.02235174447, -187500.02235174447, 187500.0, -45363.67003484607, -187500.02235174447, -187500.02235174447, 0.062, 0.914, -0.222, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027596169553E9, 0.0, 2025-05-17 10:25:59.616
213.0, 37482.690809093816, 21621.825888374555, -187500.02235174447, -187500.02235174447, 187500.0, -46015.44690316283, -187500.02235174447, -187500.02235174447, 0.068, 0.906, -0.218, 192.0, 2.0, 32.0, 28.0, 80.0, 249.0, 48.0, 0.0, 0.0, 0.0, 1.747502759761661E9, 0.0, 2025-05-17 10:25:59.761
201.0, 37537.206713820306, 21477.21010174872, -187500.02235174447, -187500.02235174447, 187500.0, -45956.68416698983, -187500.02235174447, -187500.02235174447, 0.068, 0.906, -0.218, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747502759874248E9, 0.0, 2025-05-17 10:25:59.874
87.0, 37399.4305609978, 21540.197317623773, -187500.02235174447, -187500.02235174447, 187500.0, -45945.262425573164, -187500.02235174447, -187500.02235174447, 0.07, 0.912, -0.224, 192.0, 2.0, 48.0, 28.0, 128.0, 249.0, 0.0, 0.0, 0.0, 0.0, 1.7475027598903975E9, 0.0, 2025-05-17 10:25:59.890
87.0, 37399.4305609978, 21540.197317623773, -187500.02235174447, -187500.02235174447, 187500.0, -45945.262425573164, -187500.02235174447, -187500.02235174447, 0.07, 0.912, -0.224, 192.0, 2.0, 48.0, 28.0, 128.0, 249.0, 0.0, 0.0, 0.0, 0.0, 1.747502759922508E9, 0.0, 2025-05-17 10:25:59.922
130.0, 31530.577722856728, 20657.683391294886, -187500.02235174447, -187500.02235174447, 187500.0, -44959.23757067175, -187500.02235174447, -187500.02235174447, 0.07, 0.912, -0.224, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027599707327E9, 0.0, 2025-05-17 10:25:59.970
130.0, 31530.577722856728, 20657.683391294886, -187500.02235174447, -187500.02235174447, 187500.0, -44959.23757067175, -187500.02235174447, -187500.02235174447, 0.07, 0.912, -0.224, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027600029216E9, 0.0, 2025-05-17 10:26:00.002
52.0, 32721.836295346773, 21115.201248550566, -187500.02235174447, -187500.02235174447, 187500.0, -45262.50603944135, -187500.02235174447, -187500.02235174447, 0.07, 0.912, -0.224, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027600833104E9, 0.0, 2025-05-17 10:26:00.083
219.0, 32790.27733686892, 21154.38385658072, -187500.02235174447, -187500.02235174447, 187500.0, -45262.327225485715, -187500.02235174447, -187500.02235174447, 0.07, 0.912, -0.224, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027602923393E9, 0.0, 2025-05-17 10:26:00.292
159.0, 32218.0056235797, 20721.38586299251, -187500.02235174447, -187500.02235174447, 187500.0, -45050.41033630494, -187500.02235174447, -187500.02235174447, 0.07, 0.912, -0.224, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027603566413E9, 0.0, 2025-05-17 10:26:00.356
217.0, 34447.145098107474, 20997.072279104268, -187500.02235174447, -187500.02235174447, 187500.0, -45429.71943971151, -187500.02235174447, -187500.02235174447, 0.07, 0.912, -0.224, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027603887799E9, 0.0, 2025-05-17 10:26:00.388
4.0, 30903.320718207447, 20758.62386925505, -187500.02235174447, -187500.02235174447, 187500.0, -44908.2532415692, -187500.02235174447, -187500.02235174447, 0.07, 0.912, -0.224, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027604049304E9, 0.0, 2025-05-17 10:26:00.404
215.0, 33614.92259680302, 21282.63816626527, -187500.02235174447, -187500.02235174447, 187500.0, -45403.85847137672, -187500.02235174447, -187500.02235174447, 0.07, 0.912, -0.224, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027604370337E9, 0.0, 2025-05-17 10:26:00.437
178.0, 30980.188367389248, 20592.013966085193, -187500.02235174447, -187500.02235174447, 187500.0, -44952.75556477971, -187500.02235174447, -187500.02235174447, 0.07, 0.912, -0.224, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747502762109337E9, 0.0, 2025-05-17 10:26:02.109
193.0, 36888.246165304925, 21273.652764994236, -187500.02235174447, -187500.02235174447, 187500.0, -45856.43659310778, -187500.02235174447, -187500.02235174447, 0.07, 0.912, -0.224, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027621576223E9, 0.0, 2025-05-17 10:26:02.157
222.0, 37659.67192169093, 21491.78343913358, -187500.02235174447, -187500.02235174447, 187500.0, -45987.61898131597, -187500.02235174447, -187500.02235174447, 0.07, 0.912, -0.224, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027624149413E9, 0.0, 2025-05-17 10:26:02.414
48.0, 32810.93034874563, 21008.337558309744, -187500.02235174447, -187500.02235174447, 187500.0, -45204.99500095785, -187500.02235174447, -187500.02235174447, 0.07, 0.912, -0.224, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027626148663E9, 0.0, 2025-05-17 10:26:02.614
6.0, 31914.22306468762, 20865.3758007736, -187500.02235174447, -187500.02235174447, 187500.0, -45082.32862738713, -187500.02235174447, -187500.02235174447, 0.07, 0.912, -0.224, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747502762614898E9, 0.0, 2025-05-17 10:26:02.614
46.0, 34521.68816586592, 20861.911280383025, -187500.02235174447, -187500.02235174447, 187500.0, -45392.12380553768, -187500.02235174447, -187500.02235174447, 0.07, 0.912, -0.224, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747502762646982E9, 0.0, 2025-05-17 10:26:02.646
35.0, 31304.914510835948, 20725.185659549912, -187500.02235174447, -187500.02235174447, 187500.0, -44961.18217243936, -187500.02235174447, -187500.02235174447, 0.07, 0.912, -0.224, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027626791334E9, 0.0, 2025-05-17 10:26:02.679
38.0, 32688.50984436391, 20618.210210586814, -187500.02235174447, -187500.02235174447, 187500.0, -45085.30140939968, -187500.02235174447, -187500.02235174447, 0.07, 0.912, -0.224, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747502762759572E9, 0.0, 2025-05-17 10:26:02.759
29.0, 36192.97280227814, 21139.51994651794, -187500.02235174447, -187500.02235174447, 187500.0, -45697.716855730636, -187500.02235174447, -187500.02235174447, 0.07, 0.912, -0.224, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027627916837E9, 0.0, 2025-05-17 10:26:02.791
109.0, 32547.11270893964, 20609.425975015878, -187500.02235174447, -187500.02235174447, 187500.0, -45082.4403861094, -187500.02235174447, -187500.02235174447, 0.07, 0.912, -0.224, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027629203093E9, 0.0, 2025-05-17 10:26:02.920
154.0, 37349.362653417906, 21428.259781391596, -187500.02235174447, -187500.02235174447, 187500.0, -45974.833783487535, -187500.02235174447, -187500.02235174447, 0.074, 0.92, -0.218, 192.0, 2.0, 80.0, 28.0, 192.0, 249.0, 48.0, 0.0, 0.0, 0.0, 1.7475027630650513E9, 0.0, 2025-05-17 10:26:03.065
229.0, 31280.685219846397, 21111.647321182172, -187500.02235174447, -187500.02235174447, 187500.0, -39917.6227948216, -187500.02235174447, -187500.02235174447, 0.074, 0.92, -0.218, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027652036588E9, 0.0, 2025-05-17 10:26:05.203
248.0, 33513.3115665092, 21047.78838727336, -187500.02235174447, -187500.02235174447, 187500.0, -39926.16116120353, -187500.02235174447, -187500.02235174447, 0.074, 0.92, -0.218, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747502765288071E9, 0.0, 2025-05-17 10:26:05.288
249.0, 29510.628224686174, 20620.73595771026, -187500.02235174447, -187500.02235174447, 187500.0, -39509.25642362314, -187500.02235174447, -187500.02235174447, 0.074, 0.92, -0.218, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027652881E9, 0.0, 2025-05-17 10:26:05.288
250.0, 31969.431873492227, 21264.242680578554, -187500.02235174447, -187500.02235174447, 187500.0, -39789.323781648134, -187500.02235174447, -187500.02235174447, 0.074, 0.92, -0.218, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027652881145E9, 0.0, 2025-05-17 10:26:05.288
251.0, 37522.722783413265, 22064.725704756464, -187500.02235174447, -187500.02235174447, 187500.0, -40391.47977727411, -187500.02235174447, -187500.02235174447, 0.074, 0.92, -0.218, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027652881277E9, 0.0, 2025-05-17 10:26:05.288
252.0, 34678.86563287564, 21260.57699448788, -187500.02235174447, -187500.02235174447, 187500.0, -40019.36793558216, -187500.02235174447, -187500.02235174447, 0.074, 0.92, -0.218, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747502765304138E9, 0.0, 2025-05-17 10:26:05.304
5.0, 30816.081859598384, 20708.0865750416, -187500.02235174447, -187500.02235174447, 187500.0, -39394.9496024787, -187500.02235174447, -187500.02235174447, 0.074, 0.92, -0.218, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027653845398E9, 0.0, 2025-05-17 10:26:05.384
6.0, 29969.688352309273, 20859.36318151512, -187500.02235174447, -187500.02235174447, 187500.0, -39347.83212516691, -187500.02235174447, -187500.02235174447, 0.074, 0.92, -0.218, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747502765384578E9, 0.0, 2025-05-17 10:26:05.384
8.0, 37397.173034807805, 21861.771865102277, -187500.02235174447, -187500.02235174447, 187500.0, -40187.22953644151, -187500.02235174447, -187500.02235174447, 0.074, 0.92, -0.218, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027654006252E9, 0.0, 2025-05-17 10:26:05.400
10.0, 29680.836758713336, 20762.088389645625, -187500.02235174447, -187500.02235174447, 187500.0, -39274.63016207578, -187500.02235174447, -187500.02235174447, 0.074, 0.92, -0.218, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027654408696E9, 0.0, 2025-05-17 10:26:05.440
11.0, 33782.56068021783, 21616.640283660923, -187500.02235174447, -187500.02235174447, 187500.0, -39757.09256614358, -187500.02235174447, -187500.02235174447, 0.074, 0.92, -0.218, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027654409044E9, 0.0, 2025-05-17 10:26:05.440
12.0, 37746.77666983326, 22006.387651728113, -187500.02235174447, -187500.02235174447, 187500.0, -40190.02350449842, -187500.02235174447, -187500.02235174447, 0.074, 0.92, -0.218, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027654409196E9, 0.0, 2025-05-17 10:26:05.440
57.0, 34132.09726000992, 21658.639211492446, -187500.02235174447, -187500.02235174447, 187500.0, -39661.538858597145, -187500.02235174447, -187500.02235174447, 0.074, 0.92, -0.218, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747502765585542E9, 0.0, 2025-05-17 10:26:05.585
98.0, 30436.616293980635, 21000.089764605735, -187500.02235174447, -187500.02235174447, 187500.0, -38994.76396975088, -187500.02235174447, -187500.02235174447, 0.074, 0.92, -0.218, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7475027657302675E9, 0.0, 2025-05-17 10:26:05.730
