Elapsed (s),raw,delta,theta,alpha,beta,gamma
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.48,-394619.9589514684,-30.806218558206673,-45.43683636890147,-86.66099405923988,-3513.355474137852,-80267.97316171242
0.48,-394627.1115096941,-210.1127187440946,-306.2661691621238,-568.5664564585063,-18939.96564564114,-50772.74966861942
0.481,-394626.12803293805,-726.3087699589229,-1040.6886910704714,-1856.1142859121946,-46078.19145039258,162927.83849802974
0.481,-394613.8792769765,-1761.8743450971183,-2466.0494946137337,-4157.719635073562,-66372.46643029654,92667.05282048033
0.481,-394612.9852071983,-3459.84694671415,-4698.979659707334,-7349.813728131939,-57486.59491153719,-51192.56241652429
0.481,-394611.5546955532,-5927.025421171747,-7756.767284360121,-11012.492925575856,-13186.532909233138,-26184.64141755186
0.481,-394612.3593583536,-9237.155429338858,-11563.853333853875,-14509.96743359152,51424.22748555709,-61549.1550313395
0.481,-394615.3991955995,-13434.073585664491,-15962.730980659566,-17101.606759017257,108952.85235695448,-21615.568148644088
0.481,-394611.10766066407,-18534.791362802185,-20728.4006259575,-18066.655150600403,134927.21688512186,14833.444945013442
0.481,-394608.7830792407,-24532.50179452746,-25585.446776738037,-16825.14447621143,119632.59469614462,5360.774528944923
0.481,-394604.22332337184,-31399.494737647183,-30226.761961609223,-13039.061046621433,70960.27912191705,23416.693816987623
0.481,-394610.3924048415,-39089.96878199965,-34332.94353173643,-6681.097444940508,8504.538033114128,1469.6231594967394
0.481,-394610.1241839081,-47542.72728916975,-37591.42474973387,1937.1546260772436,-46528.70361559346,-1876.3750663558894
0.481,-394614.9521607104,-56683.745848743056,-39714.47300758766,12180.51443206454,-80016.82696435705,-2654.1240230265685
0.481,-394611.644102531,-66428.6013249622,-40455.294084516,23146.70283476455,-88593.38941882073,-7659.579388539059
0.481,-394607.8890094625,-76684.7555525033,-39621.61121388953,33756.94940239735,-77899.58331846638,1055.7787618742295
0.482,-394608.0678234181,-87353.68912694903,-37086.233960200865,42869.92363855664,-57619.697341215244,-702.1282799137553
0.482,-394610.1241839081,-98332.88264940465,-32794.28773307919,49405.83122988827,-36394.67729198438,1738.3012256409856
0.482,-394618.3496258676,-109517.64209696485,-26766.93032912938,52466.699716366194,-18904.55732310053,1975.8842683850235
0.482,-394621.12124218006,-120802.76506378784,-19101.536032913908,51439.60980391872,-5750.495311741597,-505.5945768195088
0.482,-394616.11445142207,-132084.0457315401,-9968.475129710025,46071.75378074844,4725.645793564175,574.1675219711324
0.482,-394617.0085212003,-143259.6202368084,395.24559251483305,36509.42633312762,14204.520572101646,-934.5957616863161
0.482,-394614.7733467547,-154231.15790245988,11695.096287010385,23296.996097371728,22996.138621367118,-315.708280007937
0.482,-394613.9686839543,-164904.90161205354,23590.417509942254,7336.14448569319,29955.922863661202,54.077006635823636
0.482,-394610.9288467085,-175192.5597931066,35707.55248787233,-10190.279543749903,33378.68111850344,-196.43643160739157
0.482,-394612.3593583536,-185012.05544630624,47654.12890653717,-27921.967927355083,32129.445626673383,392.456953012108
